,,Mayara,Nãoelegível,Líder,Marcos,Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),Eliminada(Dia 16),7
,,Gabriela Flor,Nãoelegível,Ieda,Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),Eliminada(Dia 9),7
,,Mayla,Indicada,Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),Eliminada(Dia 7),0
,,Antônio,Indicado,Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),Eliminado(Dia 7),0
,,,,,,,,,,,,,,,,,,,,,
Notas,Notas,Notas,1,"2, 3, 4",5,"6, 7","8, 9","10, 11, 12",13,"14, 15, 16","17, 18","19, 20",21,"22, 23","24, 25, 26",
Paredão,Paredão,Paredão,AntônioManoel,Gabriela FlorMarcos,MayaraVivian,IlmarLuiz FelipeMarcos,EmillyManoelVivian,DanielElisIlmar,EmillyMarinalvaPedro,EmillyIedaRoberta,IedaMarcosRômulo,DanielEmilly,IlmarMarcos,MarcosMarinalva,EmillyIedaVivian,
Paredão,Paredão,Paredão,EmillyMayla,Gabriela FlorMarcos,MayaraVivian,IlmarLuiz FelipeMarcos,EmillyManoelVivian,DanielElisIlmar,EmillyMarinalvaPedro,EmillyIedaRoberta,IedaMarcosRômulo,DanielEmilly,IlmarMarcos,MarcosMarinalva,EmillyIedaVivian,
Expulso,Expulso,Expulso,(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),Marcos,
Eliminado,Eliminado,Eliminado,Antônio24%para continuar,Gabriela Flor59%para eliminar,"Mayara81,60%para eliminar","Luiz Felipe73,81%para eliminar","Manoel57,45%para eliminar","Elis80,32%para eliminar","Pedro71,71%para eliminar","Roberta79,43%para eliminar","Rômulo65,12%para eliminar","Daniel68,38%para eliminar","Ilmar55,92%para eliminar","Marinalva77,17%para eliminar",Ieda1%para vencer,
Eliminado,Eliminado,Eliminado,Mayla45%para continuar,Gabriela Flor59%para eliminar,"Mayara81,60%para eliminar","Luiz Felipe73,81%para eliminar","Manoel57,45%para eliminar","Elis80,32%para eliminar","Pedro71,71%para eliminar","Roberta79,43%para eliminar","Rômulo65,12%para eliminar","Daniel68,38%para eliminar","Ilmar55,92%para eliminar","Marinalva77,17%para eliminar",Vivian41%para vencer,
Outras %,Outras %,Outras %,Manoel76%para continuar,Marcos41%para eliminar,"Vivian18,40%para eliminar",IlmarNão divulgadopara eliminar,"Emilly34,68%para eliminar","Daniel16,70%para eliminar","Emilly24,73%para eliminar","Emilly14,45%para eliminar","Marcos28,05%para eliminar","Emilly31,62%para eliminar","Marcos44,08%para eliminar","Marcos22,83%para eliminar",Emilly58%para vencer,
Outras %,Outras %,Outras %,Emilly55%para continuar,Marcos41%para eliminar,"Vivian18,40%para eliminar",MarcosNão divulgadopara eliminar,"Vivian7,87%para eliminar","Ilmar2,98%para eliminar","Marinalva3,55%para eliminar","Ieda6,12%para eliminar","Ieda6,83%para eliminar","Emilly31,62%para eliminar","Marcos44,08%para eliminar","Marcos22,83%para eliminar",Emilly58%para vencer,
